priority_tier,total_score,volume_score,pipeline_need_score,ci_need_score,technology_gap_score,market_access_score,epm,plant_name,owner,city,state,status,capacity_mgy,capacity_mgy_used_for_scoring,estimated_fermentation_co2_mt_per_year,latest_available_ci_scores,pipeline_ccs_status,ccs_committed_flag,technology_flags,nearest_market,nearest_market_miles,market_access_note,rationale,tier_reason
Low,44.0,12,0,10.0,19,3,3593,Dakota Spirit Agenergy,Harvestone,Spiritwood,ND,Active,80.0,80.0,232000,,Direct Inject; Direct,True,corn oil,Minneapolis / St. Paul,285.3,distant but possible market access,"80.0 MGY implies roughly 232,000 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: corn oil. Nearest listed market is Minneapolis / St. Paul at about 285 miles (distant but possible market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,43.6,16,12,3.6,9,3,3564,Arkalon Ethanol LLC,Conestoga Energy,Liberal,KS,Active,121.0,121.0,350900,CA/latest 64.50; corn 64.50; fiber 24.39; WA min 24.51,Possible future pipeline optionality,False,"fiber/D3, CHP",Denver,281.0,distant but possible market access,"121.0 MGY implies roughly 350,900 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 3.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Denver at about 281 miles (distant but possible market access).","Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,43.1,12,0,9.1,13,9,3630,Heron Lake Bioenergy LLC,Granite Falls Energy,Heron Lake,MN,Active,70.0,70.0,203000,CA/latest 66.79; corn 66.79; fiber 24.83,Summit Carbon Solutions,True,fiber/D3,Sioux City,109.5,reasonable regional market access,"70.0 MGY implies roughly 203,000 metric tons/year of fermentation CO2. Summit Carbon Solutions CI position score 9.1/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Sioux City at about 110 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,42.0,12,0,10.0,20,0,3699,Red Trail Energy LLC,GEVO,Richardton,ND,Active,70.0,70.0,203000,WA min 68.00,Direct Inject; Direct,True,limited public low-carbon tech flags,Sioux City,418.6,remote from listed major markets,"70.0 MGY implies roughly 203,000 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 419 miles (remote from listed major markets).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,41.0,16,0,3.0,13,9,3638,Kappa Partners Aurora LLC,"KAAPA Ethanol & Grain, LLC.",Aurora,NE,Active,109.5,109.5,317550,CA/latest 64.36; corn 64.36; fiber 27.39,Tall Grass,True,fiber/D3,Omaha / Council Bluffs,112.7,reasonable regional market access,"109.5 MGY implies roughly 317,550 metric tons/year of fermentation CO2. Tall Grass CI position score 3.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Omaha / Council Bluffs at about 113 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,40.4,12,0,3.4,16,9,3739,Yuma Ethanol LLC,Yuma Ethanol,Yuma,CO,Active,60.0,60.0,174000,CA/latest 64.45; corn 64.45; WA min 64.00,Carbon America,True,CHP,Denver,122.9,reasonable regional market access,"60.0 MGY implies roughly 174,000 metric tons/year of fermentation CO2. Carbon America CI position score 3.4/20 based on available corn/latest CI percentile. Technology screen: CHP. Nearest listed market is Denver at about 123 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,39.6,8,12,4.6,9,6,3736,Western Plains Energy LLC,Western Plains Energy,Oakley,KS,Active,52.0,52.0,150800,CA/latest 64.89; corn 64.89; fiber 24.36,Possible future pipeline optionality,False,"fiber/D3, White Fox",Denver,230.8,moderate market access,"52.0 MGY implies roughly 150,800 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 4.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, White Fox. Nearest listed market is Denver at about 231 miles (moderate market access).","Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,39.4,12,12,0.4,9,6,3639,Kansas Ethanol LLC,Kansas Ethanol,Lyons,KS,Active,80.0,80.0,232000,CA/latest 60.29; corn 60.29; fiber 21.93,Possible future pipeline optionality,False,"fiber/D3, White Fox",Kansas City,202.9,moderate market access,"80.0 MGY implies roughly 232,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 0.4/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, White Fox. Nearest listed market is Kansas City at about 203 miles (moderate market access).","Medium priority because the plant has possible future pipeline optionality, even if a non-pipeline strategy may still be useful."
Low,38.0,12,0,10.0,16,0,3573,Blue Flint Ethanol LLC,Harvestone,Underwood,ND,Active,75.7,75.7,219530,,Direct Inject; Direct,True,CHP,Sioux City,409.3,remote from listed major markets,"75.7 MGY implies roughly 219,530 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: CHP. Nearest listed market is Sioux City at about 409 miles (remote from listed major markets).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,36.7,8,0,9.7,13,6,3648,Mid America Agri Products LLC,Standard Ethanol,Madrid,NE,Active,50.0,50.0,145000,CA/latest 66.96; corn 66.96; fiber 27.99,Tall Grass,True,fiber/D3,Denver,197.4,moderate market access,"50.0 MGY implies roughly 145,000 metric tons/year of fermentation CO2. Tall Grass CI position score 9.7/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Denver at about 197 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,36.6,16,0,0.6,5,15,3708,Sothwest Iowa Renewable,SIRE,Council Bluffs,IA,Active,147.0,147.0,426300,CA/latest 61.03; corn 61.03; fiber 23.33,Tall Grass,True,"fiber/D3, White Fox, waste heat, corn oil",Omaha / Council Bluffs,8.4,very near major urban/industrial market,"147.0 MGY implies roughly 426,300 metric tons/year of fermentation CO2. Tall Grass CI position score 0.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, White Fox, waste heat, corn oil. Nearest listed market is Omaha / Council Bluffs at about 8 miles (very near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,36.3,12,0,12.3,6,6,3700,Redfield Energy LLC,Redfield Energy,Redfield,SD,Active,65.0,65.0,188500,CA/latest 68.05; corn 68.05; fiber 29.06; WA min 28.70,SCS; Summit Carbon Solutions,True,"fiber/D3, White Fox, high protein",Sioux City,197.0,moderate market access,"65.0 MGY implies roughly 188,500 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 12.3/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, White Fox, high protein. Nearest listed market is Sioux City at about 197 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,35.5,12,0,5.5,9,9,3709,Sterling Ethanol LLC,Sterling Ethanol,Sterling,CO,Active,60.0,60.0,174000,CA/latest 65.13; corn 65.13; fiber 24.18; WA min 66.00,Carbon America,True,"fiber/D3, CHP",Denver,112.3,reasonable regional market access,"60.0 MGY implies roughly 174,000 metric tons/year of fermentation CO2. Carbon America CI position score 5.5/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Denver at about 112 miles (reasonable regional market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,31.0,12,0,4.0,9,6,3575,Bridgeport Ethanol LLC,Bridgeport Ethanol,Bridgeport,NE,Active,60.0,60.0,174000,CA/latest 64.79; corn 64.79; fiber 24.96; WA min 63.00,Carbon America,True,"fiber/D3, CHP",Denver,165.3,moderate market access,"60.0 MGY implies roughly 174,000 metric tons/year of fermentation CO2. Carbon America CI position score 4.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Denver at about 165 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,27.4,12,0,3.4,9,3,3574,Bonanza Bioenergy LLC,Conestoga Energy,Garden City,KS,Active,73.5,73.5,213150,CA/latest 64.45; corn 64.45; fiber 24.44; WA min 24.95,Direct Inject; Direct,True,"fiber/D3, CHP",Denver,255.0,distant but possible market access,"73.5 MGY implies roughly 213,150 metric tons/year of fermentation CO2. Direct Inject; Direct CI position score 3.4/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Denver at about 255 miles (distant but possible market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,24.2,8,0,1.2,9,6,3694,Pratt Energy LLC,Pratt Energy (Scoular / Pratt JV),Pratt,KS,Active,55.0,55.0,159500,CA/latest 62.00; corn 62.00; fiber 23.25,Direct Inject; Direct,True,"fiber/D3, CHP",Kansas City,243.8,moderate market access,"55.0 MGY implies roughly 159,500 metric tons/year of fermentation CO2. Direct Inject; Direct CI position score 1.2/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Kansas City at about 244 miles (moderate market access).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
